FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,AddressLine3,AddressLine4,RatingDate/_xsi:nil
555663,13/00012/FOOD,PEWEX,Retailers - other,4613,31 Addis Square,Portswood Road,SO17 2NE,3,fhrs_3_en-GB,2013-03-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,10,FHRS,False,-1.39390800000000,50.92501700000000,Southampton,,
838319,14/00020/FOOD,Pho Vietnam,Restaurant/Cafe/Canteen,1,3 The Broadway,Portswood Road,SO17 2WE,5,fhrs_5_en-GB,2017-11-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,5,FHRS,False,-1.39289400000000,50.92529000000000,Southampton,,
219330,21730/0042/2/001,Piazza,Restaurant/Cafe/Canteen,1,"Piazza, Building",42 University Of Southampton,,5,fhrs_5_en-GB,2015-09-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,,,University Road,Southampton,
219852,16870/0108/2/000,Pig N Whistle,Pub/bar/nightclub,7843,108 Shirley Road,Southampton,SO15 3FD,1,fhrs_1_en-GB,2017-07-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,20,FHRS,False,-1.42142400000000,50.91252200000000,,,
220071,19790/0026/0/000,Piggys Coffee Shop,Restaurant/Cafe/Canteen,1,26 Victoria Road,Southampton,SO19 9DX,5,fhrs_5_en-GB,2014-06-24,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37990500000000,50.89732700000000,,,
219436,21150/0078/A/000,Pirrie Park Bowling Club,Pub/bar/nightclub,7843,78A Wilton Crescent,Southampton,SO15 7QE,5,fhrs_5_en-GB,2010-01-29,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42324400000000,50.92754800000000,,,
219672,01830/0003/0/000,Pit Stop,Retailers - other,4613,3 Belvidere Road,Southampton,SO14 5RB,5,fhrs_5_en-GB,2015-05-27,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.38750700000000,50.90866200000000,,,
219909,05/00381/FOOD,Pitcher And Piano,Pub/bar/nightclub,7843,Unit 1 Block F,Admirals Quay,SO14 3JS,4,fhrs_4_en-GB,2018-02-22,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,10,5,FHRS,False,-1.39675300000000,50.90231500000000,Ocean Village,Southampton,
219823,14860/0063/0/000,Pixies Nursery School,Hospitals/Childcare/Caring Premises,5,63 Portsmouth Road,Southampton,SO19 9BE,5,fhrs_5_en-GB,2015-08-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.36985700000000,50.89700400000000,,,
220117,09110/0042/0/000,Pizza Box,Takeaway/sandwich shop,7844,42 High Road,Swaythling,SO16 2JF,5,fhrs_5_en-GB,2017-11-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37987200000000,50.93844100000000,Southampton,,
220249,17720/0048/0/000,Pizza Chicken Hot 4 You,Takeaway/sandwich shop,7844,48 St. Marys Road,Southampton,SO14 0BH,1,fhrs_1_en-GB,2017-03-13,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,15,20,FHRS,False,-1.39941200000000,50.90974000000000,,,
219337,09/00147/FOOD,Pizza Cottage,Takeaway/sandwich shop,7844,15A Commercial Road,Southampton,SO15 1GF,4,fhrs_4_en-GB,2017-03-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.40959000000000,50.90905500000000,,,
482688,14090/2001/2/000,Pizza Express,Restaurant/Cafe/Canteen,1,30 - 32 Oxford Street,Southampton,SO14 3DS,5,fhrs_5_en-GB,2012-11-30,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39725800000000,50.89811100000000,,,
508847,05/00508/FOOD,Pizza Express,Restaurant/Cafe/Canteen,1,R05,West Quay Shopping Centre,SO15 1QF,5,fhrs_5_en-GB,2013-01-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.40719900000000,50.90359300000000,Harbour Parade,Southampton,
219248,01660/0017/0/000,Pizza Gogo,Takeaway/sandwich shop,7844,17 Bedford Place,Southampton,SO15 2DB,5,fhrs_5_en-GB,2017-03-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40587100000000,50.91186800000000,,,
220338,04/00120/ALLPRE,Pizza GoGo,Takeaway/sandwich shop,7844,423 Millbrook Road West,Southampton,SO15 0HX,5,fhrs_5_en-GB,2016-02-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.44685400000000,50.91395800000000,,,
219511,14930/0265/0/000,Pizza Hot 2 You,Takeaway/sandwich shop,7844,265 Portswood Road,Southampton,SO17 2LA,3,fhrs_3_en-GB,2017-03-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.39136400000000,50.92704500000000,,,
220220,02160/0439/0/000,Pizza Hut,Takeaway/sandwich shop,7844,439 Bitterne Village,Bitterne Road,SO18 5EE,5,fhrs_5_en-GB,2015-02-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.35836600000000,50.91468300000000,Southampton,,
219688,16850/0008/0/000,Pizza Hut,Takeaway/sandwich shop,7844,8 Shirley High Street,Southampton,SO15 3NH,5,fhrs_5_en-GB,2016-07-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43228500000000,50.92120800000000,,,
220056,21760/0000/2/R06,Pizza Hut,Restaurant/Cafe/Canteen,1,R06 West Quay Shopping Centre,Harbour Parade,SO15 1QF,5,fhrs_5_en-GB,2015-02-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40719900000000,50.90359200000000,Southampton,,
220111,14910/2007/2/000,Pizza Hut,Takeaway/sandwich shop,7844,Unit 7 Portswood Centre,128 - 150 Portswood Road,SO17 2NH,5,fhrs_5_en-GB,2015-02-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39358500000000,50.92469100000000,Southampton,,
740059,15/00003/FOOD,Pizza Pan,Takeaway/sandwich shop,7844,56 Bevois Valley Road,Southampton,SO14 0JR,5,fhrs_5_en-GB,2014-11-18,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39589700000000,50.91642100000000,,,
220250,21370/0008/0/000,Pizza Place,Takeaway/sandwich shop,7844,8 Midanbury Broadway,Witts Hill,SO18 4QD,4,fhrs_4_en-GB,2016-07-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,5,FHRS,False,-1.36440300000000,50.92580400000000,Southampton,,
219119,02150/0166/0/000,Pizza Roma,Takeaway/sandwich shop,7844,166 Bitterne Road West,Southampton,SO18 1BG,5,fhrs_5_en-GB,2017-11-29,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.37573900000000,50.91756500000000,,,
1012506,03/00041/ALLPRE,Pizzazz Pizza,Restaurant/Cafe/Canteen,1,202 Burgess Road,Southampton,SO16 3AY,5,fhrs_5_en-GB,2017-03-31,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39143002033234,50.93832015991210,,,
220416,19160/2020/2/000,Platform Tavern,Pub/bar/nightclub,7843,Town Quay,Southampton,SO14 2NY,5,fhrs_5_en-GB,2015-01-23,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40359300000000,50.89640800000000,,,
219159,07/00048/FOOD,Playaway Day Nurseries,Hospitals/Childcare/Caring Premises,5,Play Away Day Nursery,Andersons Road,,5,fhrs_5_en-GB,2017-03-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,,,Crosshouse,Southampton,
219763,14930/0193/O/OOO,Playland Amusements Centre,Restaurant/Cafe/Canteen,1,Playland,193 Portswood Road,SO17 2NF,5,fhrs_5_en-GB,2008-04-30,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39303000000000,50.92582200000000,Southampton,,
1007420,17/00056/FOOD,Playtime Ice Cream Van,Mobile caterer,7846,Promotional Area 7,Ground Level,SO15 1QE,5,fhrs_5_en-GB,2017-04-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.40719902515411,50.90359115600590,West Quay Shopping Centre,Southampton,
219943,16850/2001/2/000,Plested Pies,Retailers - other,4613,2 Gordon Buildings,Shirley High Street,SO15 3LS,5,fhrs_5_en-GB,2016-06-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43144700000000,50.92105100000000,Southampton,,
219594,08/00183/FOOD,Podorlem,Retailers - other,4613,12 The Broadway,Portswood Road,SO17 2WE,4,fhrs_4_en-GB,2014-06-18,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,0,5,FHRS,False,-1.39298100000000,50.92524600000000,Southampton,,
220173,14930/0507/0/000,Polish Social Club,Pub/bar/nightclub,7843,507 Portswood Road,Southampton,SO17 2TH,3,fhrs_3_en-GB,2010-12-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.38551400000000,50.92933400000000,,,
219997,18770/0038/0/000,Polygon Guest House,Hotel/bed & breakfast/guest house,7842,Polygon Guest House,38-40 The Polygon,SO15 2BN,3,fhrs_3_en-GB,2009-06-22,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.41032600000000,50.90937300000000,Southampton,,
219126,08400/2001/2/000,Polygon School,School/college/university,7845,Handel Terrace,Southampton,SO15 2FH,5,fhrs_5_en-GB,2013-03-18,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.41199500000000,50.91123400000000,,,
220011,18770/0008/0/000,Polygon Villas Guest House,Hotel/bed & breakfast/guest house,7842,8-10 The Polygon,Southampton,SO15 2BN,5,fhrs_5_en-GB,2013-03-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.41032600000000,50.90937300000000,,,
219108,07780/0004/0/000,Poplars Retirement Home,Hospitals/Childcare/Caring Premises,5,4 Glen Eyre Way,Southampton,SO16 3GD,5,fhrs_5_en-GB,2015-09-02,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39916800000000,50.93974700000000,,,
219639,11/00103/FOOD,Poppies Plaice,Takeaway/sandwich shop,7844,322 Hinkler Road,Southampton,SO19 6DF,5,fhrs_5_en-GB,2016-10-26,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.33477600000000,50.90907500000000,Hampshire,,
219319,09/00114/FOOD,Poppins Cafe,Restaurant/Cafe/Canteen,1,231 Portswood Road,Southampton,SO17 2NF,5,fhrs_5_en-GB,2017-11-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,0,FHRS,False,-1.39307300000000,50.92576800000000,,,
838104,08/00001/FOOD,Popworld,Pub/bar/nightclub,7843,17 Lower Banister Street,Southampton,SO15 2EH,AwaitingInspection,fhrs_awaitinginspection_en-GB,,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,,,,FHRS,False,-1.40594600000000,50.91263300000000,Hampshire,,true
872100,16/00052/FOOD,Porky Pigs,Mobile caterer,7846,Caravan,1 Candy Lane,SO18 5TG,5,fhrs_5_en-GB,2016-12-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.33002800000000,50.91384900000000,Southampton,,
219513,14930/0238/0/000,Portswood Chinese Take Away,Takeaway/sandwich shop,7844,238 Portswood Road,Southampton,SO17 2LE,4,fhrs_4_en-GB,2017-02-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.38708700000000,50.92762500000000,Hampshire,,
219528,10/00180/FOOD,Portswood Piri Piri,Takeaway/sandwich shop,7844,237 Portswood Road,Southampton,SO17 2NG,5,fhrs_5_en-GB,2015-02-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,5,FHRS,False,-1.39169400000000,50.92680400000000,,,
219660,17080/0000/2/000,Portswood Primary School,School/college/university,7845,Somerset Road,Southampton,SO17 3AA,5,fhrs_5_en-GB,2010-11-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.38735800000000,50.93082800000000,,,
872070,16/00016/COMM,Poundland,Retailers - other,4613,430 - 432 Bitterne Road Precinct,Southampton,SO18 5RT,5,fhrs_5_en-GB,2016-06-27,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.35980700000000,50.91438500000000,,,
462904,16850/0064/2/000,Poundland,Retailers - other,4613,64-66 Shirley High Street,Southampton,SO15 3NF,5,fhrs_5_en-GB,2018-02-28,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.43340000000000,50.92195100000000,,,
220009,16870/0159/0/000,Poveys,Pub/bar/nightclub,7843,159 Shirley Road,Freemantle,SO15 3FG,4,fhrs_4_en-GB,2009-03-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.42265500000000,50.91418300000000,Southampton,,
220023,08/00323/FOOD,Pre School (at The Scout Hut),School/college/university,7845,261 Spring Road,Southampton,SO19 2NZ,5,fhrs_5_en-GB,2009-02-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.36288100000000,50.89657900000000,,,
219817,01990/0016/0/000,Pre-Bar,Pub/bar/nightclub,7843,16 Bevois Valley Road,Southampton,SO14 0JP,4,fhrs_4_en-GB,2017-03-13,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.39653300000000,50.91570500000000,,,
219497,04670/0035/0/000,Precious Care Home,Hospitals/Childcare/Caring Premises,5,35 Cobbett Road,Southampton,SO18 1HJ,5,fhrs_5_en-GB,2016-12-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.37307900000000,50.92071600000000,,,
219471,02160/0415/0/000,Premier Express,Retailers - other,4613,415 Bitterne Village,Bitterne Road,SO18 5EE,5,fhrs_5_en-GB,2012-06-27,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.35836600000000,50.91468300000000,Southampton,,
219814,13190/2006/2/000,Premier Inn,Hotel/bed & breakfast/guest house,7842,New Road,Southampton,SO14 0AB,5,fhrs_5_en-GB,2012-07-27,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39859200000000,50.90713700000000,,,
552142,21190/0297/2/000,Premier Stores,Retailers - other,4613,297 Wimpson Lane,Southampton,SO16 4PY,5,fhrs_5_en-GB,2013-05-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.45127200000000,50.92776400000000,Hampshire,,
219876,14930/0505/0/000,Premier Stores,Retailers - other,4613,505 Portswood Road,Southampton,SO17 2TH,4,fhrs_4_en-GB,2017-02-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.38551400000000,50.92933400000000,Hampshire,,
219951,17720/0110/2/000,Premier Supermarket,Retailers - other,4613,110 St. Marys Road,Southampton,SO14 0AN,3,fhrs_3_en-GB,2013-04-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.39936300000000,50.91133100000000,,,
1007421,17/00057/FOOD,Pret A Manger,Restaurant/Cafe/Canteen,1,Unit 3,6 Gower Buidling,SO17 1TW,5,fhrs_5_en-GB,2017-08-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.39758598804474,50.93773269653320,110-116 Burgess Road,Southampton,
219559,07/00109/FOOD,Pret-A-Manger,Restaurant/Cafe/Canteen,1,SU47,West Quay Shopping Centre,SO15 1QD,5,fhrs_5_en-GB,2014-05-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,0,FHRS,False,-1.40598800000000,50.90374900000000,Harbour Parade,Southampton,
219626,14090/0025/0/000,Prezzo,Restaurant/Cafe/Canteen,1,25 Oxford Street,Southampton,SO14 3DJ,4,fhrs_4_en-GB,2017-06-05,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,10,5,FHRS,False,-1.39914200000000,50.89869600000000,,,
219507,13720/0003/2/000,Price Waterhouse Coopers,Restaurant/Cafe/Canteen,1,Savannah House,3 Ocean Way,SO14 3TJ,5,fhrs_5_en-GB,2010-03-08,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.39494900000000,50.89520300000000,Ocean Village,Southampton,
219982,13350/0198/0/000,Prince Of Wales,Pub/bar/nightclub,7843,198 Northam Road,Southampton,SO14 0QF,3,fhrs_3_en-GB,2017-06-19,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,10,FHRS,False,-1.38757000000000,50.91145000000000,,,
452308,08/00258/FOOD,Princess Caroline,Restaurant/Cafe/Canteen,1,Solent Party Ships,Berth 43,So14 3tl,5,fhrs_5_en-GB,2012-08-04,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,0,FHRS,False,-1.39326400000000,50.89470000000000,Ocean Village Marina,Southampton,
219819,05/00440/FOOD,Puccinis,Restaurant/Cafe/Canteen,1,325 - 327 Shirley Road,Southampton,SO15 3HW,5,fhrs_5_en-GB,2015-06-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42723300000000,50.91781100000000,Hampshire,,
219222,17720/0057/0/000,Puja Sweet Mart,Retailers - other,4613,57 St. Marys Road,Southampton,SO14 0BH,5,fhrs_5_en-GB,2011-03-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39941200000000,50.90974000000000,,,
219494,06/00086/FOOD,Pumpkin,Restaurant/Cafe/Canteen,1,Pumpkin Platform 4,Central Station,SO15 1GP,4,fhrs_4_en-GB,2017-11-20,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,5,FHRS,False,-1.41357500000000,50.90772600000000,Southampton,Hampshire,
220052,17720/0049/0/000,Punjabi Take Away,Takeaway/sandwich shop,7844,49 St. Marys Road,Southampton,SO14 0BH,3,fhrs_3_en-GB,2017-05-11,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.39941200000000,50.90974000000000,,,
219790,13870/0021/0/000,Punkmedia Ltd,Restaurant/Cafe/Canteen,1,21 Onslow Road,Southampton,SO14 0JD,4,fhrs_4_en-GB,2010-03-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.39947900000000,50.91333700000000,,,
219809,13700/2002/2/000,QE2 Terminal,Restaurant/Cafe/Canteen,1,QE2 Terminal,Ocean Road,SO14 3GF,5,fhrs_5_en-GB,2012-09-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39684700000000,50.89141800000000,Eastern Docks,Southampton,
219736,08/00046/FOOD,Quality Cuisine,Mobile caterer,7846,Wickes,271 Winchester Road,SO16 6TP,5,fhrs_5_en-GB,2016-11-18,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42535200000000,50.92969000000000,Southampton,,
219401,06/00235/FOOD,Quality Finish Patisserie,Restaurant/Cafe/Canteen,1,Unit 76,Southampton Enterprise Centre,So14 5FE,5,fhrs_5_en-GB,2013-06-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,0,FHRS,False,-1.39299300000000,50.89910500000000,15 Andersons Road,Southampton,
219423,02750/0014/0/000,Quality Fish and Chips,Takeaway/sandwich shop,7844,14 Bridge Road,Southampton,SO19 7GQ,4,fhrs_4_en-GB,2018-01-05,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,5,5,FHRS,False,-1.37655300000000,50.90139200000000,,,
219552,16870/0192/0/000,Quality Kebabs,Takeaway/sandwich shop,7844,192 Shirley Road,Freemantle,SO15 3FN,5,fhrs_5_en-GB,2015-02-11,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42291400000000,50.91392300000000,Southampton,,
838136,09/00075/FOOD,Quality Sausages,Mobile caterer,7846,30 Queens Terrace,Southampton,SO14 3BQ,AwaitingInspection,fhrs_awaitinginspection_en-GB,,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,,,,FHRS,False,-1.39889600000000,50.89786700000000,,,true
452316,15270/0013/2/000,Queensway Service Station,Retailers - other,4613,13-15 Queens Way,Southampton,SO14 3BL,5,fhrs_5_en-GB,2012-09-24,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40120100000000,50.90114300000000,,,
219820,05890/0051/0/000,Rafique Food Centre,Retailers - other,4613,51 Derby Road,Newtown,SO14 0DY,5,fhrs_5_en-GB,2010-03-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,5,5,FHRS,False,-1.39326800000000,50.91301700000000,Southampton,,
671661,14/00034/FOOD,Rainbow Preschool 1,School/college/university,7845,Wordsworth Primary School,Victor Street,SO15 5LH,5,fhrs_5_en-GB,2014-05-19,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43276600000000,50.92380000000000,Southampton,,
838445,15/00054/FOOD,Rainbow Pre-School 3,Hospitals/Childcare/Caring Premises,5,Freemantle Baptisit Church,Testwood Road,SO15 8RL,AwaitingInspection,fhrs_awaitinginspection_en-GB,,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,,,,FHRS,False,-1.43481200000000,50.91337800000000,Southampton,,true
220307,15910/0019/0/000,Raj of Shirley Tandoori,Takeaway/sandwich shop,7844,19 Romsey Road,Southampton,SO16 4BY,5,fhrs_5_en-GB,2015-02-12,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.43649800000000,50.92457300000000,,,
219164,05890/0065/0/000,Rams Store,Retailers - other,4613,65 Derby Road,Newtown,SO14 0DJ,3,fhrs_3_en-GB,2017-08-01,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,10,10,10,FHRS,False,-1.39428500000000,50.91026200000000,Southampton,,
219924,08/00180/FOOD,Rancho Steak House,Restaurant/Cafe/Canteen,1,43 - 45 High Street,Southampton,SO14 2NS,5,fhrs_5_en-GB,2017-01-25,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40348800000000,50.89905100000000,,,
508853,17730/1041/0/000,Rayan Food Centre,Restaurant/Cafe/Canteen,1,104-105 St. Mary Street,Southampton,SO14 1PF,4,fhrs_4_en-GB,2014-03-11,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.39642700000000,50.90629000000000,,,
219695,14200/0064/0/000,Red Dragon,Takeaway/sandwich shop,7844,64 Park Road,Southampton,SO15 3DE,5,fhrs_5_en-GB,2018-01-17,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.42399600000000,50.91273200000000,,,
452304,03140/0012/2/001,Red Eagle,Restaurant/Cafe/Canteen,1,Red Funnel Group,12 Bugle Street,SO14 2JY,5,fhrs_5_en-GB,2015-03-03,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40594700000000,50.89806500000000,Southampton,Hampshire,
452306,03140/0012/2/003,Red Falcon,Restaurant/Cafe/Canteen,1,Red Funnel Group,12 Bugle Street,SO14 2JY,5,fhrs_5_en-GB,2015-03-03,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40594700000000,50.89806500000000,Southampton,Hampshire,
220383,09130/0055/0/000,Red Lion,Pub/bar/nightclub,7843,55 High Street,Southampton,SO14 2NS,4,fhrs_4_en-GB,2016-08-15,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,10,FHRS,False,-1.40348800000000,50.89905100000000,,,
452305,03140/0012/2/002,Red Osprey,Restaurant/Cafe/Canteen,1,Red Funnel Group,12 Bugle Street,SO14 2JY,5,fhrs_5_en-GB,2012-10-16,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.40594700000000,50.89806500000000,Southampton,Hampshire,
220326,05450/0000/2/000,Redbridge Community School,School/college/university,7845,Cuckmere Lane,Southampton,SO16 9RJ,5,fhrs_5_en-GB,2013-11-14,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,0,0,FHRS,False,-1.46664100000000,50.92261100000000,,,
219452,10/00036/FOOD,Redbridge Primary School,School/college/university,7845,Studland Road,Southampton,SO16 9BB,5,fhrs_5_en-GB,2014-02-06,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.46647200000000,50.92490300000000,,,
219304,05/00139/ALLPRE,Redroofs Nursery,Hospitals/Childcare/Caring Premises,5,338 Spring Road,Southampton,SO19 2NX,5,fhrs_5_en-GB,2017-08-21,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,0,0,0,FHRS,False,-1.36477900000000,50.90132000000000,,,
220094,17730/2000/1/001,Refectory Southampton City College,School/college/university,7845,Southampton City College,St Mary Street,SO14 1AR,5,fhrs_5_en-GB,2013-03-07,877,Southampton,http://www.southampton.gov.uk,hygiene.rating@southampton.gov.uk,5,5,5,FHRS,False,-1.39514100000000,50.90345000000000,Southampton,,
