OrganisationName,Latitude,Longitude
Sainsburys Pharmacy,51.4438705444,0.2163439542
Cohens Chemist,53.6916427612,-2.2234051228
Rowlands Pharmacy,54.9502754211,-1.6165933609
Carlisle A Ltd,51.3144416809,0.8900828362
Village Pharmacy,51.6082496643,-0.3732934892
Zenith Pharmacy,52.5034484863,-1.8994553089
Boots,51.6711883545,-1.2832187414
Day Lewis Plc,50.2143211365,-5.2983527184
The Co-Operative Pharmacy,53.7147789001,-1.6345460415
Imaan Pharmacy,53.0628852844,-0.8130785823
West Point Pharmacy,52.9053459167,-1.2419130802
Green Lane Pharmacy,53.4238624573,-2.9280390739
Boots,51.3275947571,-0.4104287922
Round The Clock Pharmacy,51.4743423462,-0.2440020591
B R Lewis Chemists,51.4659118652,0.1092131361
Lister Chemists,52.3904380798,-1.2446790934
The Co-Operative Pharmacy,53.016620636,-1.3054488897
The Co-Operative Pharmacy,51.3538398743,-2.9457709789
Mudeford Pharmacy,50.7283554077,-1.7426675558
Parkside Pharmacy,52.9820671082,-0.0216012411
Mid-Suffolk Medical Supplies Ltd,52.2252311707,1.1806008816
Lloydspharmacy,51.9109153748,-2.5843102932
Lloydspharmacy,50.8208503723,0.2435735911
Kerr Pharmacy,54.9772605896,-1.5812305212
Star Pharmacy,52.5256843567,-1.9043424129
Niva Pharmacy Ltd,52.64245224,-1.1033321619
Boots,51.572177887,-0.7773076296
Sykes Chemists,53.8596382141,-1.8880615234
Pontesbury Pharmacy,52.6494941711,-2.8903722763
Millennium Pharmacy,51.477394104,-0.1099299788
Boots,51.5950660706,-0.109134905
Boots,51.4535217285,-2.5981807709
Boots,50.9878501892,-0.738209486
Lloydspharmacy,51.4529457092,-0.9046980143
Boots,52.446559906,-1.822709322
Lloydspharmacy,51.1316223145,-0.0130400928
"McParland, H.A. Chemists Ltd",51.5395507813,-0.4814272225
Lloydspharmacy,51.8745765686,-2.2111403942
Day Lewis Pharmacy,51.3533668518,-0.1345995665
Browns Chemist,51.5275115967,-0.1958535463
Procter Health Care Pharmacy,50.9708595276,0.2509522736
Stratwicks Ltd,52.2945137024,-1.5864863396
Norton Hill Pharmacies Ltd,52.4214859009,-1.4523253441
Lechlade Pharmacy,51.6941833496,-1.6916885376
Paterson Heath and Co Ltd,51.4926948547,-0.1164566949
Nuchem Pharmacy,51.5072593689,-0.4173406661
Shotgate Pharmacy,51.6092224121,0.5477806926
Green Acre Pharmacy,51.6489372253,-0.1475560665
Ashcroft Pharmacy Ltd,51.8942184448,-0.3922133446
Lloydspharmacy,52.983505249,-2.134115696
Lloydspharmacy,51.0780181885,1.1753754616
Birk & Nagra,52.2828598022,-1.5304663181
Boots,52.0563011169,-2.7171032429
Peak Pharmacy,53.2753829956,-1.4042272568
The Co-Operative Pharmacy,51.7265968323,-0.2991275787
Boots,53.4811668396,-2.9494822025
Bewdley Pharmacy,52.3760719299,-2.3149876595
Spring Vale Pharmacy,54.4859809875,-0.6230287552
Leach and Burton Ltd,51.6563301086,0.0766937137
Tesco Stores Limited,51.338054657,-0.1162268966
Day Lewis Pharmacy,51.2988014221,-0.7704117894
Avenue Pharmacy,54.9143104553,-1.3775185347
M X Pharmacy,53.781375885,-2.6577906609
Lloydspharmacy,52.436340332,-1.4724407196
Newborough Pharmacy,52.6385116577,-0.2188965529
Cohen's Chemist,53.8114624023,-1.5261991024
Chain Lane Pharmacy,53.4673805237,-2.711222887
Boots,54.1116256714,-3.2080972195
Kay's Chemists,52.1392593384,-0.4756845832
Lloydspharmacy,52.4186515808,-1.8591538668
SK Pharmacy,51.5415077209,-0.2055532634
Lloydspharmacy,52.524471283,-1.8574603796
The Co-Operative Pharmacy,53.8176269531,-3.0484845638
Lincoln Co-Op Chemists Ltd,53.191368103,-0.5568929315
"Mundae, T. S.",51.5265808105,-0.4186601341
Burrows & Close Ltd,52.9063529968,-0.6384987235
Atkinsons Chemist,51.631275177,-0.0957663283
Rowlands Pharmacy,53.9131965637,-1.9378823042
Lloydspharmacy,52.3850326538,-1.5321018696
The Malvern Pharmacy,52.1116218567,-2.3277509212
Lincoln Co-Op Chemists Ltd,53.1941108704,-0.5801822543
Ponda's Chemists Ltd,53.1841964722,-2.5436697006
Pepys Pharmacy,51.4895439148,-0.0350273624
Shantys,51.7295837402,0.4770217836
East Of England Co-Operative Society,52.0390625,1.1867269278
Kamsons Pharmacy,51.4073410034,-0.1816650629
The Co-Operative Pharmacy,53.4384346008,-2.1598577499
Lloydspharmacy,51.6074905396,-2.5257341862
Boots,53.1249389648,-1.2621605396
Boots,50.408946991,-4.2127623558
Lloyds Pharmacy,52.3947715759,-1.6437753439
Pines Pharmacy,50.6404190063,-3.3939688206
Boots,51.5907745361,0.4795534611
Tesco Instore Pharmacy,53.4608535767,-2.2881288528
Lloydspharmacy,51.1305046082,-3.0121998787
Boots,53.7887687683,-1.5405100584
Alchem Pharmacy,51.867149353,-2.2396290302
The Co-Operative Pharmacy,53.0725669861,-2.1936469078
Boots,53.3613853455,-2.2732870579
Lloydspharmacy,50.9545288086,-1.2122328281
Sainsburys Pharmacy,51.59192276,0.5030348897
Asda Pharmacy,52.429069519,-1.4321411848
Tesco Instore Pharmacy,53.3967895508,-2.5946364403
Sainsbury's Supermarkets Ltd,52.4674263,-2.129565239
Andrews Pharmacy,51.4934768677,-0.1576683372
Westlake Pharmacy,51.5795440674,-0.1984265596
Rowlands Pharmacy,53.7257385254,-1.8113950491
Cleadon Park Pharmacy,54.9716186523,-1.4154055119
Tesco Pharmacy,52.7525978088,-1.4533549547
Lloydspharmacy,53.7577896118,-0.2726955712
Seemed Pharmacy,53.5372085571,-2.1023061275
The Old Pharmacy,50.8458404541,-0.9355068207
Medina Chemist,52.9088401794,-1.4802671671
Mej Hingley and Co Ltd,52.4438285828,-1.7850279808
Boots,52.6239852905,1.2867776155
Lime Pharmacy,52.4154319763,0.7514910698
Spiers Chemist,52.6152038574,-1.1247864962
Asda Pharmacy,53.4837760925,-2.0973548889
Brutons Pharmacy (Sutton Coldfield),52.5631713867,-1.7899924517
Cohens Chemist,53.3714332581,-2.7539467812
Sainsburys Pharmacy,52.4015541077,-1.5549738407
The Village Pharmacy,51.7308502197,0.4274740815
The Co-Operative Pharmacy,55.1697692871,-1.5604093075
Lister Chemists,52.6848068237,-1.4011534452
Boots,50.3862686157,-4.0526127815
The Co-Operative Pharmacy,50.2828674316,-3.7776679993
Lloydspharmacy,52.682182312,-1.9347248077
Weldricks Pharmacy,53.6001930237,-1.0296862125
Boots,51.0598182678,0.1598893404
The Co-Operative Pharmacy,53.4454879761,-2.1605618
The Pharmacy,51.7545127869,0.4935427904
Courts Chemist,51.3759269714,1.3045009375
Centra Chemist,51.6302261353,-0.7523707151
Clarepharm Ltd,50.6209564209,-3.4028933048
Rowlands Pharmacy,52.8554916382,-2.7247297764
Tesco Superstore,53.7052230835,-0.8764927983
Boots,53.3803100586,-1.4792673588
Lloydspharmacy,51.4348754883,-2.567309618
The Co-Operative Pharmacy,51.8729095459,-1.4828616381
The Co-Operative Pharmacy,51.5648612976,-0.1346422732
The Pharmacy,53.3883285522,-2.8395748138
Rowlands Pharmacy,51.397808075,-0.1862264425
Bearwood Pharmacy,52.4821472168,-1.9694466591
Boots,52.2055168152,0.1207652017
Sainsburys Pharmacy,52.0901679993,0.4088754058
Boots,53.7008132935,-2.2806482315
Tesco Instore Pharmacy,51.4186820984,-0.4219405949
Beckenham Pharmacy,51.40832901,-0.0254691392
Westcliff Pharmacy,53.5719490051,-0.6772272587
Rowlands Pharmacy,53.3809776306,-2.5617036819
Hordle Pharmacy,50.7607154846,-1.625110507
Carlton Pharmacy,52.8214683533,-1.6485493183
Lloydspharmacy,52.2583084106,-0.8829340339
Rankin Chemist,51.4541435242,-0.887801528
Bury Pharmacy,53.593711853,-2.2199716568
Lloydspharmacy,53.512550354,-2.2419891357
The Co-Operative Pharmacy,50.9475479126,-2.5154185295
Boots,50.7950935364,0.3226160109
Martlesham Pharmacy,52.0613136292,1.2720823288
Corner Place Pharmacy,50.4342803955,-3.5675513744
Wells Of Well Hall,51.4579391479,0.0496963859
Asda Stores Ltd,53.7424240112,-2.4782571793
Salter Wa (Chemists) Ltd,53.5484580994,-2.6309762001
Croft Chemist,51.7336349487,-0.0231830832
Mount Nod Pharmacy,52.4162101746,-1.5702644587
Boots,51.0060539246,-2.1957805157
Lloydspharmacy,51.0877914429,-0.7090200782
The Co-Operative Pharmacy,53.1296043396,-1.3928683996
Dunnington Pharmacy,53.9640808105,-0.9822349548
Tesco Stores,51.592010498,0.0398598686
The Co-Operative Pharmacy,53.9914970398,-1.5170512199
Sainsbury's Pharmacy,51.8887786865,-0.512393117
Wadhurst Pharmacy,51.0618400574,0.3398397863
Penders Chemists,51.4259262085,0.3428434432
Cornwell�s Chemists � Chadsmoor,52.7029190063,-2.0155260563
Morrisons Pharmacy,55.0233879089,-1.4564156532
Dudley Taylor Pharmacies Ltd,50.8308830261,-4.545071125
MedicX Pharmacy,51.7372360229,-0.4688285291
The Pharmacy,51.1134910583,0.4596983194
Boots,51.3640060425,-0.2995368838
Boots,54.7001800537,-1.5994026661
Boots,51.3974838257,-1.326457262
Lloydspharmacy,50.7912864685,-0.989595294
Cohens Chemist,53.5208129883,-2.2657761574
Boots,52.5903587341,-0.2818793654
Boots,52.7682228088,-2.3774235249
Boots,51.733757019,0.4726877809
The Co-Operative Pharmacy,53.2855453491,-2.8965833187
Simple Pharmacy,52.3679161072,-1.5463674068
Rainbow Pharmacy,52.0671043396,1.1373119354
Pateley Bridge Pharmacy,54.0864982605,-1.759287715
The Co-Operative Pharmacy,51.7713928223,0.0932050943
White's Pharmacy,50.6195678711,-3.4129874706
Reydon Pharmacy,52.3362770081,1.666484952
Birchill and Watson,52.9019012451,-2.1466929913
Govani Chemists,51.5584182739,0.2505615056
Lloydspharmacy,53.4438858032,-2.2187445164
Ips Extemp Labs,51.3979911804,-0.3798286021
Boots,50.7941398621,0.0485712327
Gossop Green Pharmacy,51.1109580994,-0.2161947787
Tims and Parker,53.494178772,-2.5120255947
Boots,50.7997245789,-3.188387394
Newington  Pharmacy,53.7434806824,-0.3777477443
Rajja Limited,52.3752975464,-1.5191751719
Pestle and Mortar,51.5120925903,-0.2266982049
Js Langhorne Ltd,54.403881073,-1.7371007204
Govani Chemists,51.6441955566,0.6174637675
Lloydspharmacy,53.3307228088,-1.3497159481
Scriptcare Limited,52.3055381775,-1.9510439634
Sainsbury's Instore Pharmacy,50.8422775269,-0.2050266117
Wm Morrison Supermarkets Plc,53.872844696,-3.0254085064
Lomas Chemist,53.5198173523,-2.1096391678
Petter Pharmacy,51.5799026489,-0.1241253987
Leyland Late Night Pharmacy,53.6947250366,-2.6947414875
Rj's Pharmacy,51.5446624756,-0.2971515954
Sherry's Pharmacy,51.5098571777,-0.3766272962
Tesco Pharmacy,51.5856552124,-0.0713448972
Parley Cross Pharmacy,50.7804489136,-1.8822357655
Leegomery Chemist,52.7119979858,-2.5001511574
Lloydspharmacy,52.6643371582,-2.4668111801
Mccanns Pharmacy,53.3796768188,-2.9515516758
Rowlands Pharmacy,53.415271759,-2.3487534523
Superdrug Chemist,51.5381584167,0.0801925585
Whitakers Pharmacy,51.6541442871,-0.0809438452
Lloydspharmacy,52.3147125244,-0.7022911906
The Co-Operative Pharmacy,53.4064979553,-2.2660553455
Lloydspharmacy,50.7412338257,-1.7018238306
Boots,52.3397789001,-2.2792978287
Lloydspharmacy,52.5183105469,1.0179033279
Lloydspharmacy,53.7773284912,-0.26806885
Pearcare Pharmacy,51.3900222778,-0.2829060256
Dumler's Pharmacy,51.4640235901,-0.2727013528
Boots,53.303981781,-2.3728303909
Dales Chemist,52.8926811218,-1.2934143543
Akram Za Ltd,53.5223007202,-1.3979796171
Boots,52.3986434937,-1.9608032703
Care Home Meds,51.6551132202,-0.030129401
Cardigan Road Pharmacy,53.8117027283,-1.5761611462
Roffey Chemist,51.0730438232,-0.3020584881
Lloydspharmacy,52.4567909241,0.3061536252
Ali's Pharmacy,51.5115814209,-0.0564317144
Lloydspharmacy,52.2459068298,0.7041246891
Lloydspharmacy,50.8598937988,-1.2087271214
Bowerham Pharmacy,54.0375442505,-2.789727211
Boots,50.9773025513,-1.4388831854
Boots,52.4119262695,-1.8264793158
Roberts Gp Ltd,53.4443626404,-2.1925354004
Hesketh Bank Pharmacy,53.6980171204,-2.8386998177
Morrisons Pharmacy,55.036277771,-1.5668935776
The Garden Pharmacy,51.5128631592,-0.1251945198
Boots,51.5366287231,0.0345562547
Buckingham Chemist,52.5121879578,-1.8874707222
Croasdale and Sons,52.2448310852,0.7117653489
Worthcare Ltd,51.505645752,0.1090446487
Cross Chemist,51.9563369751,-0.2866339087
Lloydspharmacy,53.5002288818,-1.0879912376
Medicx Pharmacy,53.3800354004,-3.0265161991
Woods Chemist,51.5239715576,-0.1693106741
Lings Chemist,51.489730835,-0.0789970011
Rowlands Pharmacy,53.229183197,-1.2899560928
Classic Pharmacy,51.4958496094,-0.1046716869
Rowlands Pharmacy,55.1839637756,-1.569455862
Rajja Chemist,52.4720687866,-2.0338451862
Jhoots Pharmacy,52.8715782166,-1.6294702291
Medicx Pharmacy,53.6814804077,-1.5831464529
Hugall J Ltd,53.4203109741,-2.3046016693
Tesco Instore Pharmacy,51.4601364136,-0.9559274316
Green End Pharmacy,52.9693260193,-2.6817839146
Gobowen Pharmacy,52.8935050964,-3.0376632214
Helmsley Pharmacy,54.2492599487,-1.0563718081
Lloydspharmacy,53.7072486877,-1.9126737118
Boots,51.5079841614,-0.5914288163
The Village Pharmacy,52.6352005005,-1.234428525
Revel Pharmacy,52.4108085632,-1.3612803221
The Co-Operative Pharmacy,54.6651916504,-2.754076004
Superdrug Stores Plc,52.3009262085,-0.69140172
Tomlinsons Of Lytham Ltd,53.7369995117,-2.9640939236
Whittle Brook Pharmacy,53.6883850098,-2.638730526
St Peters Pharmacy,53.791343689,-2.2389173508
The Leys Pharmacy Cowley,51.7465019226,-1.2335184813
Walker Df (Pharmacy) Ltd,53.5620956421,-3.0813019276
The Co-Operative Pharmacy,52.4838981628,-0.7113380432
Boots,52.0635604858,-1.6249570847
Manor Pharmacy,53.1228408813,-1.2673219442
Lloydspharmacy,50.4922370911,-3.5393548012
Boots,51.2683410645,0.522123158
Blackwater Pharma,51.7293357849,0.6788486242
The White House Pharmacy,52.7252044678,-2.1142642498
Glevum Pharmacy,51.8415222168,-2.2042942047
Sainsbury Pharmacy,51.3770179749,-0.119527638
Internet Pharmacy Ltd,53.593662262,-2.2416067123
Hayfield Pharmacy,53.3801498413,-1.9456627369
Cohens Chemist ,53.5423660278,-1.5248011351
Brook Pharmacy,51.4318351746,0.0294221733
Boots,54.663394928,-2.7522289753
Michaels Chemist,52.4923057556,-1.9686149359
Boots,51.760799408,-0.5644779801
Tesco Pharmacy,51.5353012085,-2.5478832722
Lloydspharmacy,50.9329795837,-1.3522834778
Scarborough Delivery Chemist,54.2739067078,-0.4031811357
Lloydspharmacy,53.9964637756,-1.5118074417
Wildwood Pharmacy,52.7848052979,-2.0823652744
Sainsbury's Supermarkets Ltd,51.7610435486,-0.0099438978
Whitworth Chemists,54.4976272583,-1.3443837166
Hillfields Pharmacy,52.4134025574,-1.4991779327
Fitzwilliam Pharmacy,52.2003364563,0.1202551723
Lloydspharmacy,53.9380264282,-1.1202116013
The Co-Operative Pharmacy,50.3922119141,-4.1194467545
Ewell House Pharmacy,51.3470993042,-0.2507513463
Tesco In-Store Pharmacy,53.4268112183,-2.8010234833
Medicx Pharmacy,53.3589363098,-3.091326952
Desford Pharmacy,52.625831604,-1.2934340239
Ss Kalsi,51.5320854187,0.0832608566
Lloydspharmacy,52.9752883911,-0.006063303
Newbridge (Healthcare) Ltd,53.7951774597,-2.2886106968
Shadforth Pharmacy Co Ltd,51.7512245178,0.4687011838
Lloydspharmacy,53.6914024353,-1.3104330301
Rowlands Pharmacy,50.9024391174,-1.0226316452
Greenlight Pharmacy,51.5058822632,-0.2273860872
Boots,52.6657752991,0.1617510319
Prentis Pharmacy,51.431137085,-0.1297934949
Alpharm Chemist Ltd,52.6569442749,-1.1225340366
Lloydspharmacy,50.7601776123,-1.9940928221
Lloydspharmacy,52.6942176819,-2.4499516487
Fletcher H & Ak Ltd,53.7925453186,-2.7141640186
Boots,53.3271636963,-2.2316138744
Medicine Clinic Limited,50.8667449951,-1.0449638367
Boots,51.2356147766,-0.5740350485
Jardines Pharmacy,52.0604133606,-0.7473065853
Tesco Pharmacy,51.4127540588,0.1211319566
Burrows and Close Pharmacy,52.9463577271,-1.2325499058
Sainsburys Pharmacy,50.8414039612,-1.0396295786
The Co-Operative Pharmacy,53.0681610107,-2.5185520649
Peak Pharmacy,53.3701820374,-2.2320277691
Paddock Wood Pharmacy,51.1809387207,0.3883789778
Marks Chemist,52.5030136108,-1.9320725203
B Payne and Son Ltd,52.9537086487,-1.4954031706
Consult Pharmacy,51.8131752014,-0.7839401364
Mcparland Ha Ltd,51.5023040771,-0.5560165048
The Co-Operative Pharmacy,51.9434280396,0.6363242865
Lifestyle,53.5851020813,-2.1073615551
The Co-Operative Pharmacy,53.4527206421,-2.3942055702
Boots,51.681552887,-2.35526824
Ocean Healthcare,51.5933609009,0.0226816796
The Village Pharmacy,54.6297302246,-1.5803295374
Boots,51.4558181763,-2.5614526272
Boots,54.5415344238,-3.4942166805
Asda Stores Ltd,50.5305366516,-3.614014864
Lloydspharmacy,51.8270225525,-2.2808427811
Bk Patel,53.5356407166,-2.1229724884
Superdrug Pharmacy,51.4148406982,-0.1207082868
The Co-Operative Pharmacy,53.3430862427,-3.0935356617
Eastcote Pharmacy,51.5801849365,-0.399538666
Boots,53.7192306519,-0.1730368137
Dickinson Chemist,51.457244873,0.0594825521
Stolton's Pharmacy,50.3656311035,-4.1508712769
Tesco Instore Pharmacy,53.4377746582,-2.4232251644
Lloydspharmacy,53.5567741394,-2.1956877708
Rowlands Pharmacy,53.4839401245,-2.8758518696
Asda Stores,51.227394104,-2.3044700623
Kamsons Pharmacy,50.8556137085,0.5810210705
Lloydspharmacy,53.4342956543,-2.237765789
Asda Stores Ltd,52.2510566711,0.6904451847
The Co-Operative Pharmacy,53.0605354309,-2.2120056152
Boots,53.387802124,-2.349265337
Manor Pharmacy,52.9710044861,-1.4610875845
In-Store Pharmacy,51.5665473938,0.1119485795
Sigcare Internet Pharmacy,51.6669960022,-0.3931120634
Box Pharmacy,51.4148674011,-2.2539346218
The Co-Operative Pharmacy,53.8574180603,-2.1672148705
Central Pharmacy,53.3955879211,-2.9678931236
Kara's Pharmacy,52.3984413147,-1.4752147198
Pinxton Pharmacy Ltd,53.0943603516,-1.3186086416
Lloydspharmacy,53.3777732849,-1.4542098045
Mj Moore Pharmacy,53.8291778564,-3.0301301479
Touchwood Pharmacy,52.2473869324,-0.9339769483
Day Lewis Plc,50.514831543,-4.8357596397
Boots,50.9386825562,-1.3857922554
Mistry's Pharmacy,52.9988937378,-1.1743140221
Rowlands Pharmacy,53.3048019409,-2.3759739399
Boots,52.7718467712,-1.2070580721
Lloydspharmacy,51.4031066895,-0.2145125121
Ormay Chemist,51.4740600586,0.1624090672
Lloydspharmacy,52.4312667847,-1.5163457394
Shoreham Pharmacy,50.8336486816,-0.2725445628
Riverside Pharmacy,53.3864517212,-2.9729933739
Lloydspharmacy,53.7165565491,-0.874478519
Lloydspharmacy,51.5987663269,-1.7935262918
Lloydspharmacy,50.847278595,-0.9374201894
Lloydspharmacy,50.5933036804,-3.675106287
Lloydspharmacy,53.3587493896,-1.3695739508
Olive Tree Pharmacy,52.454990387,-1.8676321507
Lloydspharmacy,52.4986000061,-1.7068229914
Swettenham Chemists Ltd,53.2080841064,-2.8702595234
Paydens Ltd,51.2132949829,1.3992885351
Lloydspharmacy,53.2577323914,-2.1228919029
Chemycare Pharmacy,52.4322624207,-1.4579575062
Rosecare Pharmacy,52.6529083252,-1.1197322607
Lloydspharmacy,50.9186019897,-1.488484025
Boots,54.8902702332,-1.4221490622
Leoprim Chemist,51.5435180664,-0.0902600586
Sainsbury's Supermarkets Ltd,53.4769439697,-2.268048048
Morrisons Pharmacy,52.414894104,-1.7731713057
Deane Pharmacy,53.5678901672,-2.4645221233
Bannerbrook Pharmacy,52.409614563,-1.599788785
Lloydspharmacy,51.3404998779,-0.7775373459
Skf Lo (Chemist) Ltd,53.6445922852,-1.3363223076
The Co-Operative Pharmacy,53.5610580444,-2.3688385487
Lloydspharmacy,53.0404434204,-2.1671788692
Day Lewis Pharmacy,51.2724380493,-1.044306159
Cohens Chemist,53.9041786194,-1.345625639
Lloydspharmacy,54.6733970642,-1.2105227709
Anderson Chemist,51.8923225403,-0.1689697504
Hengrove Pharmacy,51.4238891602,-2.5700068474
Rowlands Pharmacy,53.4110488892,-2.2764487267
Carters Chemist,51.5526885986,-0.2967510223
Day Lewis St Johns Pharmacy,51.9028549194,0.9309447408
Superdrug Pharmacy,51.3786239624,-0.2421782762
Boots,52.214515686,0.1272836179
Nr Patel Chemists,51.6126022339,-0.1210731491
Boots,52.6000213623,-1.0833194256
Craig Thompson,51.5482254028,-0.2221061438
Boots,51.5482444763,-0.0548119098
Medichem Limited,54.8972892761,-1.3684097528
Boots,54.8517227173,-1.5976698399
Lloydspharmacy,50.6991996765,-1.2941541672
Chemist-4-u,53.5452690125,-2.7897822857
Lloydspharmacy,52.3375854492,-2.0601744652
Rowlands Pharmacy,52.9080200195,-2.8934202194
The Co-Operative Pharmacy,52.5848426819,1.6984268427
Joydens Wood Pharmacy,51.4236297607,0.1716498882
Richard Adams Chemist,51.6073226929,-0.5574962497
Living Care Pharmacy,53.7756004333,-1.5449783802
Gatley Pharmacy,53.4829177856,-2.3524880409
Rowlands Pharmacy,51.0717582703,-1.7974900007
Lloydspharmacy,50.8456840515,0.4797772169
Milton Pharmacy,51.3538742065,-2.9437756538
Click 2 Pharmacy,53.5358161926,-2.1277105808
Boots,50.8128471375,-1.1743351221
Landmark Pharmacy,53.5821647644,-2.4432756901
Shah Pharmacy,51.4736061096,-0.3894193172
Pear Tree Pharmacy,52.9009437561,-1.4779531956
Lloydspharmacy,50.7298660278,-2.9467489719
Hirst A,53.685131073,-1.8373314142
Lloydspharmacy,51.7237014771,-0.8308034539
Deepcar Pharmacy,53.4800682068,-1.5779796839
M&a Dispensing Chemists Ltd,53.7049789429,-1.4309602976
Mossley Chemist,52.6200180054,-2.020311594
Halfway Pharmacy,51.4219551086,0.7772337794
J & H J Vaghela,51.5412940979,-0.1385625303
Wessex Pharmacy,51.5095787048,-0.7529162169
Boots,51.5013999939,-0.1249876767
Boots,52.9198760986,-1.5054192543
Newell Chemist Ltd,52.6098136902,-1.1779111624
4Court Pharmacy,53.7435646057,-2.4919312
Abc Pharmacy,51.4681625366,-0.1282079667
Superdrug Stores,50.2631149292,-5.0516176224
Borno Chemists - Walton on the Naze,51.847442627,1.2699985504
Cohens Chemist,53.4113121033,-1.395560503
Morrisons Pharmacy,50.8768692017,-1.8761661053
Manor Pharmacy,53.4891700745,-2.5291917324
Tesco In-Store Pharmacy,51.596988678,-0.395396322
East Of England Co-Operative Society,51.9664039612,1.3524162769
Lloydspharmacy,51.3627471924,-2.9112522602
Fairman Pharmacy,55.0416145325,-1.4607540369
North View Pharmacy,51.4795074463,-2.6141591072
Boots,51.7995147705,1.0787531137
Superdrug Pharmacy,53.7588157654,-2.7015023232
Boots,51.6578826904,-0.7095850706
Lloydspharmacy,53.4454612732,-2.1911401749
Sadlers Pharmacy,51.4483680725,-0.0732067078
Asda Pharmacy,53.5463752747,-2.1397402287
Lloydspharmacy,52.3883743286,-2.2488362789
Townsend Chemist,51.3830986023,-0.4012638927
Cohens Chemist,53.6957206726,-2.4714269638
Boots,50.916015625,0.4850515127
Peak Pharmacy,53.3076400757,-1.3550940752
Smithson's Pharmacy,53.7543983459,-2.714350462
Thales Pharmacy,51.393081665,0.1700160354
Superdrug,51.4849090576,-0.2018852532
Boots,51.4504127502,0.0532308891
Pauls Pharmacy,52.48695755,-1.8762103319
Sainsburys Pharmacy,51.0959625244,1.1638205051
Gateley Pharmacy,53.4653968811,-2.9533929825
Church Lane Pharmacy,53.7962760925,-1.6638669968
Vigo Pharmacy,51.3303070068,0.359441191
Britannia Pharmacy,51.5413475037,0.1139255315
Touchwood Pharmacy,51.5353889465,-0.3944201171
Winchester Pharmacy,51.5654563904,-0.4476685226
Dewsbury Moor Pharmacy,53.6940803528,-1.6569269896
Downs Pharmacy,51.3099784851,-0.2405987978
Sainsburys Pharmacy,53.6492729187,-3.0024096966
Boots,53.8554725647,-1.6874133348
Mr Pickford's Home Pharmacy Direct,52.6574363708,-1.0840854645
Asda Stores Ltd,52.4925079346,-0.6825557947
All Saints Pharmacy,52.5782356262,-2.1213922501
Boots,50.375869751,-4.1227827072
Boots,50.806804657,-0.5242261887
The Co-Operative Pharmacy,52.8983268738,-1.8638650179
Asda Stores Ltd,51.8906860352,-0.5212380886
Lloydspharmacy,51.9199485779,-0.4378998578
Lloydspharmacy,53.0241127014,-1.4850258827
Browne Af Ltd,51.4505615234,0.1017552614
The Co-Operative Pharmacy,53.3521499634,-2.5713298321
Boots,53.4268112183,-2.8010234833
Boots,51.2716789246,0.1929502189
Lincoln Co-Op Chemists Ltd,53.2339935303,-0.6202005744
Hingley Mej & Co Ltd,52.4701805115,-2.0853078365
Boots,51.2606925964,-2.1843647957
Boots,53.7778663635,-1.5548932552
Morrisons Pharmacy,53.7482872009,-2.4793245792
Chesters Pharmacy,52.4953536987,-1.7768969536
Tesco Instore Pharmacy,52.6713256836,0.9533662796
Lloydspharmacy,51.9051933289,-0.5192790627
Rowlands Pharmacy,50.8017044067,-1.8946266174
Lloydspharmacy,51.4859313965,-2.7633199692
Lloydspharmacy,51.371711731,-0.4897447824
The Co-Operative Pharmacy,53.4488868713,-2.9023542404
H Shah Dispensing Chemist,51.5882072449,-0.2515389621
The Co-Operative Pharmacy,53.0968284607,-2.302295208
Riverview Pharmacy,51.4817008972,0.3652896285
Lloydspharmacy,50.8101844788,-4.3529162407
Lloydspharmacy,53.4934768677,-1.28903234
Lloydspharmacy,54.5539703369,-0.883600235
The Co-Operative Pharmacy,50.4053077698,-4.187921524
Acorn Dispensing Chemist,51.8819389343,-0.4318367839
Lloydspharmacy,51.1245994568,-3.0013964176
Lansdales Pharmacy Ltd,51.6319923401,-0.7613093257
Lloydspharmacy,51.4656028748,-2.5717070103
Weldricks Pharmacy,53.5455970764,-1.3142379522
Lloydspharmacy,54.5633430481,-1.2415697575
Lloydspharmacy,53.469329834,-2.2256393433
Mossley Pharmacy,53.155632019,-2.1895346642
Boots,53.8569793701,-2.1659209728
Brighouse Pharmacy,53.7031288147,-1.7829426527
Urmston Pharmacy,53.4458999634,-2.3290700912
Rowlands Pharmacy,51.0003166199,-0.1160711125
Tesco Pharmacy,52.9087867737,-1.2556518316
Boots,50.9755821228,-3.2332105637
Boutalls Pharmacy,51.5220680237,-0.1184305847
Manor Pharmacy,53.5293960571,-2.6437571049
Lloydspharmacy,51.2497634888,-0.0672048107
Gate Pharmacy,52.4942893982,-1.8558639288
Orbis Pharmacy,51.4629478455,-0.1356913745
Boots,52.6707839966,-0.7375105023
Everetts Pharmacy,50.9138221741,-0.9959065914
Lancewise Pharmacy,53.420879364,-2.2121407986
Boots,51.8882865906,0.9007385373
Lloydspharmacy,53.4376869202,-2.9140393734
Lloydspharmacy,52.4537582397,-0.110182561
Boots,53.960357666,-1.0801904202
Doctors' Together Limited,50.4222106934,-4.0873498917
Abc Pharmacy,51.4740409851,-0.0895776749
Coopers Chemist,51.5476608276,-0.2352096587
Corbett Pharmacy,52.2632713318,-2.1487779617
Kamsons Pharmacy,51.0970458984,-0.2055616975
